"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_n","root_n","exudate_n","soil_n","fungal_control_n","fungal_out_n","fungal_in_n","fungi_old_n","leaf_present","root_present","exudate_present","soil_present","fungal_control_present","fungal_out_present","fungal_in_present","fungi_old_present","plant_present","fungus_present","plant_and_fungus","cross_pattern"
2026,0.456,220.08199,"Unknown","[M+H]+","ion correlated with 1999; ion correlated with 3541; ion correlated with 3021; ion correlated with 2833; ion correlated with 3221; ion correlated with 2572",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1419.69,0,0,0,0,6013,15188,11985,2748764,978106,687632,1626803,3237074,3309040,0,0,0,284304,492146,356422,566751,716533,623715,0,8680,0,5672,9155,9857,"F2026_mz220.082_rt0.46",0,3309040,3309041,TRUE,19,0,1,3,3,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2027,1.133,220.09746,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",113.19,0,0,0,0,0,0,0,176230,95717,77974,81530,66828,68093,141049,65180,78829,32731,64257,40614,101144,130343,131032,0,0,0,0,0,0,"F2027_mz220.0975_rt1.13",0,176230,176231,TRUE,15,3,0,0,0,3,3,3,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2028,0.96,220.11839,"Unknown","[M+H]+","similar chromatogram in higher mz_3191; similar chromatogram in higher mz_4845; similar chromatogram in higher mz_4839; similar chromatogram in higher mz_3066; similar chromatogram in higher mz_3376",0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1282.7,21227,3811,7629,0,7191,12025,9927,1168297,1468248,1449146,5201523,14046984,10613214,4507599,3338086,3277238,915731,1534817,982882,1021899,1407761,1299818,439714,599435,754331,22895,8604,9560,"F2028_mz220.1184_rt0.96",10889,14046984,1289.89761248852,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2029,1.071,220.13373,"Unknown","[M+H]+","ion correlated with 3048; ion correlated with 1729",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",64.95,0,1978,0,0,0,0,0,158456,189253,171409,260429,237106,196986,0,0,0,35411,59614,29248,85517,129830,135967,0,0,0,1615,0,1976,"F2029_mz220.1337_rt1.07",659.333333333333,260429,394.391721352852,TRUE,14,0,0,0,2,3,3,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2030,0.457,220.55765,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1105,0,0,0,0,0,0,0,0,0,25035,24358,0,12848,0,51900,0,0,0,33719,52692,0,0,151133,154166,159164,0,0,0,"F2030_mz220.5576_rt0.46",0,159164,159165,TRUE,9,1,3,0,0,1,1,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2031,0.408,220.93546,"Unknown","[M+H]+",NA,0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",95.94,6795,29656,26455,0,356146,373066,279299,322622,301464,234325,416936,544059,521277,74656,46553,61084,191994,204369,230755,268589,282736,217314,153547,144184,121296,541356,421997,551156,"F2031_mz220.9355_rt0.41",20968.6666666667,551156,26.2835365369025,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2032,0.392,220.98143,"Unknown","[M+H]+","ion correlated with 1735; ion correlated with 772",0.643,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",181.23,6887,0,0,0,441509,375590,245285,477523,526447,604231,388617,216247,218116,1634872,1081776,1783117,63243,118082,64313,252272,413550,318004,534338,686624,1145834,1301644,988814,963596,"F2032_mz220.9814_rt0.39",2295.66666666667,1783117,776.393904208999,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2033,0.45,221.02493,"Unknown","[M+H]+",NA,0.571,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",302.13,6169,0,2566,0,0,3023,3262,2237930,2494256,2856517,1130828,132833,109200,1648529,1256290,1970169,437238,676875,643693,1008154,1378278,1448195,1121335,1242090,2111523,0,0,0,"F2033_mz221.0249_rt0.45",2911.66666666667,2856517,980.722590981918,TRUE,20,3,3,2,0,3,3,3,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2034,0.882,221.09225,"Unknown","[M+H]+","ion correlated with 1498; ion correlated with 1348; ion correlated with 1867",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",78.45,0,2508,2463,0,3244,0,0,650965,793520,750786,684494,912326,998096,0,6126,70905,275184,425641,267678,220477,414732,657058,0,0,0,4713,3237,3573,"F2034_mz221.0923_rt0.88",1657,998096,601.988540410133,TRUE,18,2,0,1,3,3,3,3,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2035,0.927,221.09251,"Unknown","[M+H]+",NA,0.464,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",117.18,0,4108,0,0,4620,5581,0,1134646,1068467,1096774,1584808,912326,998096,904064,84909,70905,275184,425641,267678,592667,826172,755162,0,11398,0,4713,3237,4274,"F2035_mz221.0925_rt0.93",1369.33333333333,1584808,1156.51350036487,TRUE,21,3,1,2,3,3,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2036,1.037,221.09259,"Unknown","[M+H]+","found in higher mz's MsMs_4687",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",44.37,8910,6318,2917,0,1796,2418,3745,264866,300751,290951,349841,287138,311394,30436,188483,168634,69347,101589,74246,180114,216259,206396,0,0,5330,4811,3705,3106,"F2036_mz221.0926_rt1.04",6048.33333333333,349841,57.8314965836456,TRUE,22,3,1,3,3,3,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2037,1.184,221.11755,"Unknown","[M+H]+","ion correlated with 3991; ion correlated with 4153; ion correlated with 3574; ion correlated with 4709; ion correlated with 1598; ion correlated with 3733; ion correlated with 1221; ion correlated with 4111; ion correlated with 4797; ion correlated with 1407; ion correlated with 4789; ion correlated with 2013",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",13.88,0,5045,9111,0,7099,2996,2554,5685,8929,12083,7611,11593,10022,241140,152849,76361,4566,5848,4419,4457,0,3762,9432,6300,15396,6828,11401,8106,"F2037_mz221.1175_rt1.18",4718.66666666667,241140,51.0928031640653,TRUE,23,3,3,3,3,3,2,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2042,0.447,221.18622,"Unknown","[M+H]+",NA,0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",466.95,6121,0,0,0,0,0,0,5700035,5545132,5438227,9584102,19758078,14953049,248396,233499,292074,1343036,1615650,1313534,1888058,3363988,3037679,237428,268085,200430,0,0,0,"F2042_mz221.1862_rt0.45",2040.33333333333,19758078,9679.00669497061,TRUE,18,3,3,0,0,3,3,3,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2043,1.604,221.19049,"Unknown","[M+H]+","ion correlated with 1789",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",12.54,0,0,0,0,0,0,0,0,0,0,124335,111381,109268,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F2043_mz221.1905_rt1.6",0,124335,124336,TRUE,4,1,0,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2044,0.457,221.54779,"Unknown","[M+H]+","ion correlated with 1923; ion correlated with 3718; ion correlated with 2628; ion correlated with 4891; ion correlated with 4695; ion correlated with 4476; ion correlated with 4731; ion correlated with 4260; ion correlated with 3661; ion correlated with 2566; ion correlated with 4528; ion correlated with 1872; ion correlated with 4451; ion correlated with 4646; ion correlated with 2129; ion correlated with 4097; ion correlated with 2873; ion correlated with 2627; ion correlated with 3510; ion correlated with 4768; ion correlated with 4089",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2581.27,0,0,0,0,0,0,0,0,0,0,0,0,0,170758,116134,100298,0,0,23842,0,0,0,0,0,0,0,0,0,"F2044_mz221.5478_rt0.46",0,170758,170759,TRUE,4,3,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2046,1.18,221.94147,"Unknown","[M+H]+","ion correlated with 3584; ion correlated with 4129; ion correlated with 3738; ion correlated with 4184",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",70.47,0,0,0,0,0,0,0,119584,121160,113599,42304,14785,11275,0,0,0,18839,29366,22030,71118,86314,87024,0,0,0,0,0,0,"F2046_mz221.9415_rt1.18",0,121160,121161,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2048,1.029,222.07651,"Unknown","[M+H]+","found in higher mz's MsMs_3100",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",62.44,0,0,0,0,0,0,0,140764,150975,141010,124331,156949,178422,512681,76142,10430,50932,63628,59713,102838,123778,108816,0,0,6256,0,0,0,"F2048_mz222.0765_rt1.03",0,512681,512682,TRUE,16,3,1,0,0,3,3,3,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2049,0.669,222.08754,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",89.37,8274,9951,4868,0,5777,5136,0,161667,176573,84789,231197,171756,239137,0,0,0,0,46630,0,0,110454,95094,0,0,0,0,4946,5248,"F2049_mz222.0875_rt0.67",7697.66666666667,239137,31.0622618635261,TRUE,13,0,0,2,2,3,2,1,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2050,0.481,222.08784,"Unknown","[M+H]+",NA,0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",127.97,24865,10993,5774,0,13249,10606,12011,317284,189123,219273,168467,296226,330119,0,0,0,56463,89025,62255,184177,214680,212003,0,0,0,22570,12627,10733,"F2050_mz222.0878_rt0.48",13877.3333333333,330119,23.7867179056083,TRUE,18,0,0,3,3,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2051,1.291,222.11285,"Unknown","[M+H]+","ion correlated with 1648; ion correlated with 2484; ion correlated with 3213; similar chromatogram in higher mz_3843",0.321,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",178.52,16519,14782,18027,0,18293,16097,22360,2665193,485206,312178,410317,2900062,2908296,6441,2905,12840,80750,121154,85362,192037,305328,306702,5868,4900,4902,23382,18721,19820,"F2051_mz222.1129_rt1.29",16442.6666666667,2908296,176.864263850317,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2052,0.99,222.11285,"Unknown","[M+H]+",NA,0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",55.47,27801,28530,25135,0,19081,23142,26420,678023,341756,326893,318003,552718,604753,49957,36849,21712,113119,190740,195003,290024,333618,400933,8502,0,14540,21619,23959,25698,"F2052_mz222.1129_rt0.99",27155.3333333333,678023,24.967435466251,TRUE,23,3,2,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2053,1.179,222.11288,"Unknown","[M+H]+",NA,0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",453.87,17278,24184,23261,0,22897,21226,24482,173720,88621,82644,3245853,2852976,2528572,56202,37841,24136,56864,81126,64590,81367,101012,104380,8050,8168,5037,27088,17761,19593,"F2053_mz222.1129_rt1.18",21574.3333333333,3245853,150.442820504898,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2055,0.923,222.65079,"Unknown","[M+H]+","ion correlated with 2072; ion correlated with 971; ion correlated with 3147; ion correlated with 4059; ion correlated with 2328; ion correlated with 3501; ion correlated with 4397; ion correlated with 3721; ion correlated with 2432; ion correlated with 4231; ion correlated with 3920",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4070.46,0,0,0,0,0,0,0,372644,316389,399231,131143,0,0,0,0,0,49555,46142,0,169798,273354,424262,0,0,0,0,0,0,"F2055_mz222.6508_rt0.92",0,424262,424263,TRUE,9,0,0,0,0,3,3,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
2056,0.434,222.92035,"Unknown","[M+H]+","ion correlated with 327; ion correlated with 946; ion correlated with 574; ion correlated with 904; ion correlated with 1503",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",91.99,0,0,0,0,74120,42827,29041,28539,8248,31948,26787,42626,17813,0,0,20837,5350,14575,22744,38993,21150,18376,14086,15799,13489,268087,264174,172165,"F2056_mz222.9204_rt0.43",0,268087,268088,TRUE,22,1,3,3,3,3,3,3,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2057,0.438,222.98842,"Unknown","[M+H]+","ion correlated with 2461",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",149.3,0,0,0,0,17523,15200,0,37796,0,30113,15810,12129,0,2264752,706166,1170810,0,0,0,0,28905,0,256362,355796,537055,52607,0,68221,"F2057_mz222.9884_rt0.44",0,2264752,2264753,TRUE,15,3,3,2,2,2,1,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2058,0.416,223.02493,"Unknown","[M+H]+","ion correlated with 493; ion correlated with 2004; ion correlated with 2655; ion correlated with 1266",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",158.77,0,0,0,0,0,0,0,915218,1377428,1198891,324152,9056,0,125033,137852,132891,238701,468179,315968,725956,1067802,1051743,0,16373,25904,0,0,0,"F2058_mz223.0249_rt0.42",0,1377428,1377429,TRUE,16,3,2,0,0,3,3,3,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2068,0.996,223.10815,"Unknown","[M+H]+","ion correlated with 391; ion correlated with 520; ion correlated with 1015; ion correlated with 2359; ion correlated with 2168; ion correlated with 2600; ion correlated with 183; similar chromatogram in higher mz_3091",0.357,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",200.46,29213,73950,32811,0,41648,49824,65835,2764130,3543589,3489993,1064099,228606,236997,86441,59957,76829,729491,1149732,685744,2039280,2688642,2978703,55132,77663,67861,72157,68680,73859,"F2068_mz223.1081_rt1",45324.6666666667,3543589,78.180648197857,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2069,0.924,223.11787,"Unknown","[M+H]+","ion correlated with 2282",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",76.96,32896,84363,83658,0,72340,79384,71835,466113,402084,419061,325505,383084,393795,1906126,948755,1159922,160709,282797,196926,331991,445001,513369,111238,105242,107704,83863,74704,89337,"F2069_mz223.1179_rt0.92",66972.3333333333,1906126,28.4609844714314,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2070,1.685,223.13316,"Unknown","[M+H]+","ion correlated with 3593; ion correlated with 2119; ion correlated with 4982; ion correlated with 3353; ion correlated with 3109; ion correlated with 3737; ion correlated with 3814; ion correlated with 3259; ion correlated with 3612; ion correlated with 4145; ion correlated with 3001; ion correlated with 2561",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",7.26,0,0,1618,0,0,2950,1978,0,3152,2463,2016,3115,2152,66626,57889,101680,3034,2122,3685,0,3788,4125,4139,2767,0,0,2337,3286,"F2070_mz223.1332_rt1.69",539.333333333333,101680,188.181986428131,TRUE,19,3,2,2,2,2,2,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2071,0.971,223.14462,"Unknown","[M+H]+","ion correlated with 1780; ion correlated with 928; ion correlated with 2214; ion correlated with 655; ion correlated with 1916; ion correlated with 1499; ion correlated with 855; ion correlated with 2123",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",69.03,19780,18270,26448,0,25899,21414,21062,262849,287343,237918,358676,356960,346212,30264,35324,13576,75487,76977,79537,150113,257207,212578,24100,12297,16350,23155,25050,18659,"F2071_mz223.1446_rt0.97",21499.3333333333,358676,16.6823925210462,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2072,0.864,223.16049,"Unknown","[M+2H]2+","ion correlated with 246; ion correlated with 1756; ion correlated with 1652; ion correlated with 3147; ion correlated with 601; ion correlated with 3614; ion correlated with 3501; ion correlated with 647; ion correlated with 2055",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",59.41,26589,29509,23341,0,23290,19006,21933,377286,380383,405286,117176,7879,9708,0,0,0,24020,58036,27378,135056,302598,311600,31563,12451,0,12970,20321,25455,"F2072_mz223.1605_rt0.86",26479.6666666667,405286,15.3050149794819,TRUE,20,0,2,3,3,3,3,3,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2073,0.752,223.63417,"Unknown","[M+H]+","ion correlated with 496; ion correlated with 3474; ion correlated with 2283; ion correlated with 3797; ion correlated with 4043",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2495.29,0,0,0,0,2222,0,0,54174,124764,76316,11108,0,0,0,0,0,0,0,0,15876,65352,57336,0,0,0,0,0,0,"F2073_mz223.6342_rt0.75",0,124764,124765,TRUE,8,0,0,1,0,3,3,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
2074,0.924,223.63448,"Unknown","[M+H]+","ion correlated with 2629; ion correlated with 3987; ion correlated with 4393; ion correlated with 4449; ion correlated with 4083",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3020.37,0,0,2104,0,2581,0,0,92269,176058,153980,20626,0,7009,0,0,0,0,22600,14500,23680,136449,103764,0,0,0,0,2333,0,"F2074_mz223.6345_rt0.92",701.333333333333,176058,250.677266255339,TRUE,12,0,0,1,1,3,3,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2075,0.845,223.94382,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",38.45,5552,0,0,0,0,0,0,0,0,0,9454,35398,9030,89357,77202,30294,125517,90201,91136,43731,24158,0,342817,224081,222040,0,0,0,"F2075_mz223.9438_rt0.84",1850.66666666667,342817,185.140234023402,TRUE,14,3,3,0,0,0,2,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2076,0.679,223.944,"Unknown","[M+H]+","ion correlated with 2921",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26.92,11769,0,0,0,0,2322,0,0,0,0,0,33836,45554,0,32871,28172,119054,120688,108947,87998,27338,58498,257409,285210,237661,0,0,0,"F2076_mz223.944_rt0.68",3923,285210,72.6837410805301,TRUE,14,2,3,1,0,0,3,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2078,0.382,223.98914,"Unknown","[M+H]+",NA,0.786,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",179.88,127377,28646,22535,0,1066063,715947,855897,1346087,1375534,1014823,859813,385613,352335,2950880,2778114,3434264,80906,165930,123442,389448,711869,1066233,1463167,918940,1592672,2413408,2316977,1665979,"F2078_mz223.9891_rt0.38",59519.3333333333,3434264,57.6990216228628,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2081,0.746,224.07698,"Unknown","[M+H]+","ion correlated with 697; ion correlated with 1619; ion correlated with 3204; ion correlated with 695; ion correlated with 250; ion correlated with 2174; ion correlated with 1574; ion correlated with 3475; ion correlated with 2265; ion correlated with 2555; ion correlated with 2770",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",103.4,63538,20686,18816,0,29021,14849,24453,21587,0,63252,28311,7039,0,1344302,866027,1240020,0,0,0,0,33947,18676,21060,58573,58659,25354,19400,24743,"F2081_mz224.077_rt0.75",34346.6666666667,1344302,39.138117096746,TRUE,18,3,3,3,3,2,2,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
